Id_Entidad,Nit,Entidad,Ciudad,Departamento,Direccion,Telefono,E-Mail,Pagina Web,Nombre Alcalde,Categoria municipio - vigencia 2020
211215212,891801363:9,Coper,COPER,DEPARTAMENTO DE BOYACA,CARRERA 2 N° 4-61 PARQUE PRINCIPAL,"098-7266246,7265646,",tesoreriacoper@hotmail.com,http://www.coper-boyaca.gov.co/,AURORA DEL CARMEN NIETO MOLINA,6
211213212,800038613:1,Córdoba - Bolívar,CORDOBA (BOLIVAR),DEPARTAMENTO DE BOLIVAR,AV LUIS CARLOS GALAN  CALLE 3 N° 205,095-4859044,contactenos@cordoba-bolivar.gov,http://www.cordoba-bolivar.gov.co,REGULO RAFAEL RODRIGUEZ BEJARANO,6
211552215,800035024:1,Córdoba - Nariño,CORDOBA (NARIÑO),DEPARTAMENTO DE NARIÑO,CALLE 4 NO. 3 - 17 - 37 BARRIO EL CENTRO,092-7780116,alcaldia@cordoba-narino.gov.co,http://www.cordoba-narino.gov.co,LUIS LEANDRO JARAMILLO PALACIOS,6
211263212,890001061:3,Córdoba - Quindío,CORDOBA (QUINDIO),DEPARTAMENTO DE QUINDIO,Carrera 10  Calle 14 Esquina Palacio municipal,"096-7545190,7545394,",alcaldia@cordoba-quindio.gov.co,http://www.cordoba-quindio.gov.co,JHON JAIRO PACHECO ROZO,6
211219212,891501283:0,Corinto,CORINTO,DEPARTAMENTO DE CAUCA,CALLE 7 NO. 8  - 75,098-8270178,alcaldia@corinto-cauca.gov.co,http://www.corinto-cauca.gov.co,MARTHA CECILIA VELASCO GUZMAN,6
211768217,890205058:7,Coromoro,COROMORO,DEPARTAMENTO DE SANTANDER,CARRERA 5 NO.5-22 CENTRO,"098-7242913,7247516,7247516",alcaldia@coromoro-santander.gov.co,http://www.coromoro-santander.gov.co,Carlos Augusto Martínez Cáceres,6
211570215,892280032:2,Corozal,COROZAL,DEPARTAMENTO DE SUCRE,"CARRERA 28 NO,31 A-08 2 PISO",095-2858659,contactenos@corozal-sucre.gov.co,http://www.corozal-sucre.gov.co,ANIBAL JOSE DELA OSSA NADER,6
211515215,891855748:2,Corrales,CORRALES,DEPARTAMENTO DE BOYACA,CALLE 8 # 3-40 BARRIO CENTRO,313-8174434,alcaldia@corrales-boyaca.gov.co,http://www.corrales-boyaca.gov.co,PEDRO ANTONIO LOPEZ PRIETO,6
211425214,899999705:3,Cota,COTA,DEPARTAMENTO DE CUNDINAMARCA,CARRERA  4  12  63,091-8641936,hacienda@alcaldiacota.gov.co,http://www.cota-cundinamarca.gov.co,NESTOR ORLANDO GUITARRERO SANCHEZ,2
210023300,812001675:1,Cotorra,COTORRA,DEPARTAMENTO DE CORDOBA,CALLE 15 N°165 BARRIO EL CARMEN,034-3145478071,contactenos@cotorra-cordoba.gov.co,http://www.cotorra-cordoba.gov.co,GUILLERMO LLORENTE PETRO,6
211815218,891857920:2,Covarachía,COVARACHIA,DEPARTAMENTO DE BOYACA,EDIDIFIO MUNICIPAL CENTRO,098-6615181,contactenos@covarachia-boyaca.gov.co,http://www.covatrachia-boyaca.gov.co,WILSON ISAY MORENO VEGA,6
89970221,823003543:7,Coveñas,COVEÑAS,DEPARTAMENTO DE SUCRE,CALLE 3B 4 - 16 URBANIZACION ALICANTE,095-952880528,alcaldia@covenas-sucre.gov.co,http://www.covenas-sucre.gov.co,RAFAEL ANTONIO OSPINA TOSCANO,6
211773217,890702023:1,Coyaima,COYAIMA,DEPARTAMENTO DE TOLIMA,CALLE 3 CON CARRERA 3 ESQUINA,098-2278475,alcaldia@coyaima-tolima.gov.co,http://www.coyaima-tolima.gov.co,WILLIAM WALTER LUNA YARA,6
212081220,800014434:6,Cravo Norte,CRAVO NORTE,DEPARTAMENTO DE ARAUCA,CARRERAA 4 NO 2-62 BARRIO EL CENTRO,097-8889058,alcaldia@cravonorte-arauca.gov.co,http://www.cravonorte-arauca.gov.co/,YOMAR NIEVES GARCES,6
212452224,800099070:3,Cuaspud (Carlosama),CUASPUD (CARLOSAMA),DEPARTAMENTO DE NARIÑO,CARRERA 3 NRO. 4 09,"092-7752454,7752410,",contactenos@cuaspud-narino.gov.co,http://www.cuaspud-narino.gov.co,ALDEMAR PAGUAY ORDOÑEZ,6
212315223,800099196:2,Cubará,CUBARA,DEPARTAMENTO DE BOYACA,CARRERAA 4 Nº 4-43 BARRIO EL COMERCIO,097-8838050,sechacienda@cubara-boyaca.gov.co,http://www.cubara-boyaca.gov.co,AURA BENILDA TEGRIA CRISTANCHO,6
212350223,892000812:0,Cubarral,CUBARRAL,DEPARTAMENTO DEL META,CARRERA 9 NUMERO 8 12,"095-986487714,6763255,",alcaldia@cubarral-meta.gov.co,http://www.cubarral-meta.gov.co/,ROGERS MAURICIO DEVIA ESCOBAR,6
212415224,891802089:1,Cucaita,CUCAITA,DEPARTAMENTO DE BOYACA,CALLE 8 NO. 6 - 48,"098-7340127,0,401455",contactenos@cucaita-boyaca.gov.co,http://www.cucaita-boyaca.gov.co,JOISES MOISES CASTILLO DUARTE,6
212425224,899999406:6,Cucunubá,CUCUNUBA,DEPARTAMENTO DE CUNDINAMARCA,CALLE 3 N 2-35,"091-8580024,8580133,8580024",tesoreria@cucunuba-cundinamarca.gov.co,http://www.cucunuba-cundinamarca.gov.co,JOSE BENITO MARTINEZ PASCAGAZA,6
212354223,800013237:7,Cucutilla,CUCUTILLA,DEPARTAMENTO DE NORTE DE SANTANDER,CALLEL 3 CARRERAR 3 BARR. CENTRO,"094-975677248,677219,677219",contactenos@cucutilla-nortedesantander.gov.co,http://www.cucutilla-nortedesantander.gov.co,JUAN CARLOS PEREZ PARADA,6
212615226,891855769:7,Cuítiva,CUITIVA,DEPARTAMENTO DE BOYACA,CALLE4 N°4-45 -PALACIO MUNICIPAL,098-7700944,alcaldia@cuitiva-boyaca.gov.co,http://www.cuitiva-boyaca.gov.co,SEGUNDO ALDEMAR TOCA SUAREZ,6
212650226,892099184:9,Cumaral,CUMARAL,DEPARTAMENTO DEL META,CALLEL 11 20 26 BRR CENTRO,"098-6870263,6870544",hacienda@cumaral-meta.gov.co,http://www.cumaral-meta.gov.co/,ROMAN VALERIO BERNAL GAITAN,6
217399773,842000017:1,Cumaribo,CUMARIBO,DEPARTAMENTO DE VICHADA,Palacio municipal,098-6706415,contabilidad@cumaribo-vichada.gov.co,http://cumaribo-vichada.gov.co,JUAN CARLOS CORDERO ROJAS,4
212752227,800099066:3,Cumbal,CUMBAL,DEPARTAMENTO DE NARIÑO,CARRERA 10 19 40 BRR BOLIVAR,092-7798061,alcaldia@cumbal-narino.gov.co,http://,LUIS ALBERTO RUANO MALTE,6
213352233,800099072:8,Cumbitara,CUMBITARA,DEPARTAMENTO DE NARIÑO,CARRERAA 5 3-66 BARRIO BELEN CUMBITARA,000-3148324913,alcaldia@cumbitara-narino.gov.co,http://www.cumbitara-narino.gov.co,Omar Edilberto Melo Bravo,6
212673226,800100052:4,Cunday,CUNDAY,DEPARTAMENTO DE TOLIMA,CARRERA 5 CON CALLE 5 ESQUINA,"098-477090,477019,477090",alcaldia@cunday-tolima.gov.co,http://www.cunday-tolima.gov.co,LUIS GABRIEL PEREZ RIVERA,6
210518205,800095757:6,Curillo,CURILLO,DEPARTAMENTO DE CAQUETA,Calle11 No 2-01,057-3223303632,alcaldia@curillo-caqueta.gov.co,http://curillo-caqueta.gov.co,MARIA EDITH RIVERA BERMEO,6
212968229,800099489:5,Curití,CURITI,DEPARTAMENTO DE SANTANDER,CALLE 8 NO. 8 - 55,"097-7187245,7187246",contactenos@curiti-santander.gov.co,http://www.curiti-santander.gov.co,ANGEL MIGUEL TRIANA SANCHEZ,6
212820228,800096580:4,Curumaní,CURUMANI,DEPARTAMENTO DE CESAR,CALLE 7 15-104,"095-5750094,5750195",alcaldia@curumani-cesar.gov.co,http://www.curumani-cesar.gov.co,HENRY CHACON AMAYA,6
213405234,890980094:5,Dabeiba,DABEIBA,DEPARTAMENTO DE ANTIOQUIA,MUNICIPIO DE DABEIBA,"094-8590475,8590041",gobierno@dabeiba-antioquia.gov.co,http://www.dabeiba-antioquia.gov.co,LEYTON URREO DURANGO,6
213376233,800100514:5,Dagua,DAGUA,DEPARTAMENTO DE VALLE DEL CAUCA,CARRERAA 10 NO. 9-30,092-2450276,tesoreria@dagua-valle.gov.co,http://dagua-valle.gov.co,ANA MARIA SANCLEMENTE JARAMILLO,6
219044090,825000134:1,Dibulla,DIBULLA,DEPARTAMENTO DE GUAJIRA,CALLE 6 # 3-36,095-7200255,contactenos@dibulla-laguajira.gov.co,http://www.dibulla-laguajira.gov.co,MARLON AMAYA MEJIA,6
219844098,825000166:7,Distracción,DISTRACCION,DEPARTAMENTO DE GUAJIRA,Calle 11    16 A 29,310-6118560,alcaldia@distraccion-laguajira.gov.co,http://www.distraccion-laguajira.gov.co,PEDRO JAVIER GUERRA CHINCHIA,6
213673236,890702026:3,Dolores,DOLORES,DEPARTAMENTO DE TOLIMA,Parque principal,098-2268131,hacienda@dolores-tolima.gov.co,http://www.dolores-tolima.gov.co,CESAR GIOVANNY HERRERA PEÑA,6
213705237,890984043:8,Don Matías,DON MATIAS,DEPARTAMENTO DE ANTIOQUIA,CARRERA 30 29 59,054-8663243,alcaldia@donmatias-antioquia.gov.co,http://www.donmatias-antioquia.gov.co,YEISON CAMILO CORREA ALVAREZ,6
217066170,800099310:6,Dosquebradas,DOSQUEBRADAS,DEPARTAMENTO DE RISARALDA,Carrera 16  36 - 44 CAM,096-3320551,contadora@dosquebradas.gov.co,http://www.dosquebradas.gov.co,JORGE DIEGO RAMOS CASTAÑOS,2
213815238,891855138:1,Duitama,DUITAMA,DEPARTAMENTO DE BOYACA,CALLE 15  15 - 15 PISO 1  ESQUINA EDIFICIO CENTRO ADMINISTRATIVO,"098-7602641,7602642,7604682",contabilidad@duitama-boyaca.gov.co,http://www.duitama-boyaca.gov.co,CONSTANZA ISABEL RAMIREZ ACEVEDO,3
213954239,800099237:6,Durania,DURANIA,DEPARTAMENTO DE NORTE DE SANTANDER,AV 2 NO. 8-57 EDIFICIO PALACIO MUNICIPAL,"097-5664254,5664257",marlon_duran_a@hotmail.com,http://www.durania-nortedesantander.gov.co,NELSON HERNANDO VARGAS COLMENARES,6
214005240,890983664:7,Ebéjico,EBEJICO,DEPARTAMENTO DE ANTIOQUIA,CALLE 18 21 17,094-8562016,contactenos@ebejico-antioquia.gov.co,http://www.ebejico.gov.co,EDISSON ARIEL TAMAYO MAYA,6
211341013,891180139:9,El Agrado,AGRADO,DEPARTAMENTO DE HUILA,Carrera 4a  5 - 48 Parque principal,"098-8322006,8322225,",muniagrado37@yahoo.com,http://elagrado-huila.gov.co,RAMIRO CABRERA RIVERA,6
214376243,800100518:4,El Águila,EL AGUILA,DEPARTAMENTO DE VALLE DEL CAUCA,CARRERAA 3 NO. 9 02 ESQUINA,092-2066140,alcaldia@elaguila-valle.gov.co,http://www.elaguila-valle.gov.co/,YULIAN DANIEL GALLEGO GARCIA,6
215005250,890984221:2,El Bagre,EL BAGRE,DEPARTAMENTO DE ANTIOQUIA,Carrera 49A N° 48A  55,094-8372429,alcaldia@elbagre-antioquia.gov.co,http://www.elbagre-antioquia.gov.co,FABER ENRIQUE TRESPALACIO,5
214547245,891780044:2,El Banco,EL BANCO,DEPARTAMENTO DE MAGDALENA,CARRERA 4 N°4-31,"095-4292283,54291508,",tesoreria@elbanco-magdalena.gov.co,http://www.elbanco-magdlanez.gov.co,ROY ENRIQUE GARCIA SANCHEZ,6
214676246,800100515:2,El Cairo,EL CAIRO,DEPARTAMENTO DE VALLE DEL CAUCA,CARRERA 5 CALLE 9 ESQ,092-2077268,alcaldia@elcairo-valle.gov.co,http://www.elcairo-valle.gov.co,ALFONSO ARISTIZABAL GOMEZ,6
214550245,892099001:1,El Calvario,EL CALVARIO,DEPARTAMENTO DEL META,CALLE 6 NO. 5 - 12,098-6635071,alcaldia@elcalvario-meta.gov.co,http://www.elcalvario-meta.gov.co,WILSON ANTONIO ALFEREZ PARRADO,6
213527135,800239414:5,El Cantón de San Pablo (Managrú),EL CANTON DE SAN PABLO (MANAGRU),DEPARTAMENTO DE CHOCO,BARRIO DIVINO NIÑO,"094-6708044,702326,",contactenos@elcantondesanpablo-choco.gov.co,http://www.elcantondesanpablo-choco.gov.co/,OSCAR ANTONIO PALACIOS PALACIOS,6
214554245,800099238:3,El Carmen,EL CARMEN,DEPARTAMENTO DE NORTE DE SANTANDER,CARRERAA 3 #6-33,"097-5633329,5633328",alcaldia@elcarmen-nortedesantander.gov.co,http://www.elcarmen-nortedesantander.gov.co,WILFREDO GELVEZ PRADO,6
214527245,891680061:9,El Carmen de Atrato,EL CARMEN  DE ATRATO,DEPARTAMENTO DE CHOCO,CARRERA 4 5 39 PAR PRINCIPAL,"094-6790183,6790210",contactenos@elcarmendeatrato-choco.gov.co,http://www.elcarmendeatrato-choco.gov.co,JAIBERTH RIOS OQUENDO,6
214413244,890480022:1,El Carmen de Bolívar,EL CARMEN DE BOLIVAR,DEPARTAMENTO DE BOLIVAR,CALLE 24 CARRERA 49 ESQUINA,095-6860086,contactenos@elcarmen-bolivar.gov.co,http://www.elcarmen-bolivar.gov.co,CARLOS EDUARDO TORRES COHEN,6
213568235,890270859:6,El Carmen de Chucurí,EL CARMEN DE CHUCURI,DEPARTAMENTO DE SANTANDER,CARRERAA 3 # 4-30 PARQUE PRINCIPAL,097-6140580,alcaldia@elcarmen-santander.gov.co,http://www.elcarmen-santander.gov.co,DIEGO FERNANDO PLATA ALVAREZ,6
214805148,890982616:9,El Carmen de Viboral,CARMEN DE VIBORAL,DEPARTAMENTO DE ANTIOQUIA,CALLE 31 30-06,094-5432000,alcaldia@elcarmendeviboral-antioquia.gov.co,http://www.elcarmendeviboral-antioquia.gov.co,JHON FREDY QUINTERO ZULUAGA,4
215150251,892099278:2,El Castillo,EL CASTILLO,DEPARTAMENTO DEL META,CARRERA 7 N. 11 - 01 BARRIO EL CENTRO,"098-6540001,6540041,6540036",alcaldia@elcastillo-meta.gov.co,http://www.elcastillo-meta.gov.co,WILMAR ROA MALAGON,6
214876248,800100533:5,El Cerrito,EL CERRITO,DEPARTAMENTO DE VALLE DEL CAUCA,C 7 11 62,"092-2570952,2565340,2586695",contabilidad@elcerrito-valle.gov.co,http://www.elcerrito-valle.gov.co,LUZ DARY ROA PRADO,5
215052250,800099076:7,El Charco,EL CHARCO,DEPARTAMENTO DE NARIÑO,BARRIO EL COMERCIO CALLE 7 1-65 FRENTE A PLAZA CENTRAL,092-7228621,contactenos@elcharco-narino.gov.co,http://www.elcharco-narino.gov.co/,VICTOR CANDELO REINA,6
214415244,891857844:0,El Cocuy,EL COCUY,DEPARTAMENTO DE BOYACA,CARRERA 3 NO 8-36,098-7890405,alcaldia@elcocuy-boyaca.gov.co,http://www.elcocuy-boyaca.gov.co,TOMAS RUIZ SILVA,6
213820238,800096587:5,El Copey,EL COPEY,DEPARTAMENTO DE CESAR,KRA 16 9 10 B CENTRO,316-6635577,desdespachomunicipal@elcopey-cesar.gov.co,http://www.elcopey-cesar.gov.co,FRANCISCO MEZA ALTAMAR,6
214718247,800095760:9,El Doncello,EL DONCELLO,DEPARTAMENTO DE CAQUETA,CARRERA 4 CALLE 3 ESQUINA,"098-4310300,4310200",hacienda@eldoncello-caqueta.gov.co,http://www.eldoncello-caqueta.gov.co,GERSON ENRIQUE GAVIRIA CUESTAS,6
217050270,800255443:6,El Dorado,EL DORADO,DEPARTAMENTO DEL META,CARRERA 5 6 25 BRR CENTRO,098-6620945,secretariadehacienda@eldorado-meta.gov.co,,LUIS HUGO ARCILA GUARIN,6
215076250,891901223:5,El Dovio,EL DOVIO,DEPARTAMENTO DE VALLE DEL CAUCA,CARRERAA 7 NO.6-52,032-3117336304,tesoreria@eldovio-valle.gov.co,http://www.eldovio-valle.gov.co,MIGUEL GUZMAN GARCIA,6
216873268,890702027:0,El Espinal,ESPINAL,DEPARTAMENTO DE TOLIMA,CARRERA 6 NO 8-06,098-982488379,contabilidad@elespinal-tolima.gov.co,http://www.elespinal-tolima.gov.co,JUAN CARLOS TAMAYO SALAS,3
214815248,800031073:2,El Espino,EL ESPINO,DEPARTAMENTO DE BOYACA,CARRERA 5 NO 5-57,"098-7884302,3112336582,3105755345",tesoreria@elespino-boyaca.gov.co,http://www.elespino-boyaca.gov.co,EDBERTO JOSE JAIME COCUNUBO,6
214568245,890205439:1,El Guacamayo,EL GUACAMAYO,DEPARTAMENTO DE SANTANDER,CALLE 5 NO. 5 - 62,097-7274291,contactenos@elguacamayo-santander.gov.co,http://www.elguacamayo-santander.gov.co,JORGE EDUARDO CRUZ ORTIZ,6
214813248,890481295:8,El Guamo -  Bolívar,EL GUAMO,DEPARTAMENTO DE BOLIVAR,PLAZA PRINCIPAL PALACIO MUNICIPAL,095-6395111,contactenos@elguamo-bolivar.gov.co,http://www-elguamo-bolivar.gov.co,GUSTAVO ADOLFO GUZMAN NARVAEZ,6
211973319,890702015:2,El Guamo - Tolima,GUAMO,DEPARTAMENTO DE TOLIMA,CARRERA 11 NO.10-50,098-2270882,alcaldia@elguamo-tolima.gov.co,http://www.elguamo-tolima.gov.co/,RAFAEL MONROY GUZMAN,6
211044110,800092788:0,El Molino,EL MOLINO,DEPARTAMENTO DE GUAJIRA,CARRERA 2 # 5-72,095-09577888020,alcaldia@elmolino-laguajira.gov.co,http://www.elmolino-laguajira.gov.co,JUAN PABLO VEGA ESCOBAR,6
215020250,800096592:2,El Paso,EL PASO,DEPARTAMENTO DE CESAR,CALLE 3 Nº 3-52,095-5530303,alcaldia@elpaso-cesar.gov.co,http://www.elpaso_cesar.gov.co,ANDRY ARAGON VILLALOBOS,6
215618256,800095763:0,El Paujil,EL PAUJIL,DEPARTAMENTO DE CAQUETA,CARRERA 5 CALLE 5 ESQUINA,098-4314080,tesoreriamunicipal@elpaujil-caqueta.gov.co,http://www.elpaujil-caqueta.gov.co,LUDIVIA HERNANDEZ CALDERON,6
214105541,890980917:1,El Peñol - Antioquia,EL PEÑOL (ANTIOQUIA),DEPARTAMENTO DE ANTIOQUIA,CARRERA 18 # 02 - 91 PALACIO MUNICIPAL - PLAZA DE BOLIVAR,"094-8515851,8515855,8553904",alcaldia@elpenol-antioquia.gov.co,http://www.elpenol-antioquia.gov.co,SORANY ANDREA MARIN MARIN,6
215452254,814002243:5,El Peñol - Nariño,EL PEÑOL (NARIÑO),DEPARTAMENTO DE NARIÑO,PARQUE PRINCIPAL,092-7224878,alcaldia@elpenol-narino.gov.co,http://www.elpenol.narino.gov.co,EDILSON FABIAN MELO LOPEZ,6
215825258,899999460:4,El Peñón -  Cundinamarca,EL PEÑON (CUNDINAMARCA),DEPARTAMENTO DE CUNDINAMARCA,CARRERAA 4 219,310-3037291,alcaldiamunicipalelpenon@yahoo.es,http://www.elpenon-cundinamarca.gov.co,NEFTALI SILVA BUSTOS,6
216813268,806001439:8,El Peñón - Bolívar,EL PEÑON (BOLIVAR),DEPARTAMENTO DE BOLIVAR,Alcaldia municipal,314-5434982,contactenos.controlinterno@elpenon-bolivar.gov.co,http://www.contactenos@elpenon-bolivar.gov.co,LUIS ANTONIO VENECIA CAPATAZ,6
215068250,800213967:3,El Peñón - Santander,EL PEÑON (SANTANDER),DEPARTAMENTO DE SANTANDER,CARRERAA 4 NO 5 IMPAR,031-3102430106,alcaldia@elpenon-santander.gov.co,http://www.elpenon-santander.gov.co,BERCELY QUIROGA VARGAS,6
215847258,891780049:9,El Piñón,EL PIÑON,DEPARTAMENTO DE MAGDALENA,Alcaldia municipal,095-8780439,tesoreria@elpinon-magdalena.gov.co,http:///www.elpinon-magdalena.gov.co,JHAIR ALBERTO CABALLERO VARELA,6
214841548,891180199:0,El Pital,PITAL,DEPARTAMENTO DE HUILA,Calle 6 10 - 15,"098-8327009,8327066",alcaldia@elpitalhuila.gov.co,http://www.elpital-huila.gov.co,HUGO FERNEY CASANOVA NIPI,6
215568255,890208199:0,El Playón,EL PLAYON,DEPARTAMENTO DE SANTANDER,Carrera 5a. . 12 - 47,097-3176356874,clajucontador@yahoo.es,http://,WILMER ALEXANDER BARRIOS COTE,6
216847268,819000925:9,El Retén,EL RETEN,DEPARTAMENTO DE MAGDALENA,CALLE 5  CARRERA 5 ESQUINA,095-2451784,alcaldia@elreten-magdalena.gov.co,http://www.elreten-magdalena.gov.co,JORGE ELIECER SERRANO CASALINS,6
210705607,890983674:0,El Retiro,EL RETIRO,DEPARTAMENTO DE ANTIOQUIA,CALLE 20 20 40,094-4025450,secretariadehacienda@elretiro-antioquia.gov.co,http://www.elretiro-antioquia.gov.co,NOLBER DE. JESUS BEDOYA PUERTA,3
212595025,800191427:1,El Retorno,EL RETORNO,DEPARTAMENTO DE GUAVIARE,Palacio Municipal,"098-6840771,6621542,6625782",alcaldia@elretorno-guaviare.gov.co,http://elretorno-guviare.gov.co,YEYSON EFRAIN PINEDA ALFONSO,6
213370233,823002595:5,El Roble,EL ROBLE,DEPARTAMENTO DE SUCRE,Plaza principal,095-2801230,feveor3@hotmail.com,http://alcaldiadelroble.gov.co,SERGUEY ALFREDO VERGARA VERGARA,6
216025260,832002318:4,El Rosal,EL ROSAL,DEPARTAMENTO DE CUNDINAMARCA,CARRERA 6 NO7-40 - EL ROSAL CUNDINAMARCA,"091-8240616,8240500",hacienda@elrosal-cundinamarca.gov.co,http://www.elrosal-cundinamarca.gov.co,GUSTAVO ALBERTO CAMPOS ACERO,6
215652256,800099079:9,El Rosario,EL ROSARIO,DEPARTAMENTO DE NARIÑO,PARQUE PRINCIPAL EL ROSARIO N,092-7368154,segobernar@hotmail.com,http://www.elrosario-narino.gov.co,JESUS ELIER RODRIGUEZ GOMEZ,6
215852258,800099080:7,El Tablón de Gómez,EL TABLON,DEPARTAMENTO DE NARIÑO,CENTRO ADMINISTRATIVO MUNICIPAL BARRIO SAN FRANCISCO,092-7228346,alcaldia@eltablondegomez-narino.gov.co,http://www.eltablondegomez-narino.gov.co,HERNAN ARTURO MELENDEZ,6
215619256,891500978:6,El Tambo - Cauca,EL TAMBO (CAUCA),DEPARTAMENTO DE CAUCA,CALLE 4  2  98,092-8276090,alcaldia@eltambo-cauca.gov.co,http://www.eltambo-cauca.gov.co,CARLOS ALBERTO VELA GALINDEZ,6
216052260,800099084:6,El Tambo - Nariño,EL TAMBO (NARIÑO),DEPARTAMENTO DE NARIÑO,Calle 3ra  10 - 29  Plaza Principal,"092-7450135,7450121",fabiolatobar@hotmail.com,http://www.tambocom.iespana.es,JAIRO SEBASTIAN ROJAS SOLARTE,6
215054250,800138959:3,El Tarra,EL TARRA,DEPARTAMENTO DE NORTE DE SANTANDER,Calle 14  6 - 45  Barrio Pueblo Nuevo,"097-5113008,5113077,",contactenos@eltarra-nortedesantander.gov.co,http://WWW.ELTARRA-NORTEDESANTANDER.GOV.CO,YAIR DIAZ PEÑARANDA,6
216154261,800039803:9,El Zulia,EL ZULIA,DEPARTAMENTO DE NORTE DE SANTANDER,AVENIDA 1 CALLE 9 ESQUINA NO 0-45 BARRIO EL TRIUNFO,"097-5789441,5789211,5789321",alcaldia@elzulia-nortedesantander.gov.co,http://www.elzulia-nortedesantander.gov.co,MANUEL ORLANDO PRADILLA GARCIA,6
214441244,891180132:8,Elías,ELIAS,DEPARTAMENTO DE HUILA,CALLE 2 N 4 28,098-8305610,contactenos@elias-huila.gov.co,http://www.elias-huila.gov.co,JUAN CARLOS LOZADA MENDIETA,6
216468264,890205114:1,Encino,ENCINO,DEPARTAMENTO DE SANTANDER,CALLE 5 3 22,350-8861682,contactenos@encino-santander.gov.co,http://www.encino-santander.gov.co,JOSE GABRIEL GIRATA PICO,6
216668266,890209666:3,Enciso,ENCISO,DEPARTAMENTO DE SANTANDER,CARRERAA 4  4 43,097-3113059972,alcaldia@enciso-santander.gov.co,http://www.enciso-santander.gov.co,YAMITH HERNADEZ BLANCO,6
216405264,890982068:2,Entrerríos,ENTRERRIOS,DEPARTAMENTO DE ANTIOQUIA,CALLE 10A  11 28,"094-8670412,8670434,8670147",alcaldiamunicipal@entrerrios-antioquia.gov.co,http://www.entrerrios-antioquia.gov.co,WEIMAR VILLA TOBÓN,6
216605266,890907106:5,Envigado,ENVIGADO,DEPARTAMENTO DE ANTIOQUIA,CR 43 38 SUR 035,094-3394024,walter.bustamante@envigado.gov.co,http://www.envigado.gov.co,BRAULIO ALONSO ESPINOSA MARQUEZ,1
216925269,899999328:1,Facatativá,FACATATIVA,DEPARTAMENTO DE CUNDINAMARCA,CARRERAA 3 NO.5-68,"091-8424822,8424821,8424824",hacienda.facatativa@gmail.com,http://www.facatativa-cundinamarca.gov.co,GUILLERMO EDUARDO ALDANA DIMAS,2
217073270,800100054:9,Falán,FALAN,DEPARTAMENTO DE TOLIMA,Alcaldia Municipal,"098-2528086,2528282",secretariadehacienda@falan-tolima.gov.co,http://www.falan-tolima.gov.co,LUCERO CASTAÑO CASTILLO,6
217217272,890801144:9,Filadelfia,FILADELFIA,DEPARTAMENTO DE CALDAS,CALLE 6 6-19,"076-8580610,8580568",alcalde@filadelfia-caldas.gov.co,http://www.filadelfia-caldas.gov.co,WILLIAN JAIRO NOREÑA VASQUEZ,6
217263272,890001339:5,Filandia,FILANDIA,DEPARTAMENTO DE QUINDIO,CALLE 6 NUMERO 6-09,"096-7582096,7582195",hacienda@filandia-quindio.gov.co,http://www.filandia-quindio.gov.co,JAIME FRANCO ALZATE,6
217215272,891856288:0,Firavitoba,FIRAVITOBA,DEPARTAMENTO DE BOYACA,CALLE 7 NO 4 - 35,"098-7770152,7770119,8022787",alcaldia@firavitoba-boyaca.gov.co,http://www.firavitoba-boyaca.gov.co,EMILIANO ALFONSO CHAPARRO FONSECA,6
217573275,800100055:6,Flandes,FLANDES,DEPARTAMENTO DE TOLIMA,CARRERA 8 CALLE 12,098-2400714,alcaldia@flandes-tolima.gov.co,http://www.flandes-tolima.gov.co,YOVANNY HERRERA DIAZ,6
210118001,800095728:2,Florencia - Caquetá,FLORENCIA,DEPARTAMENTO DE CAQUETA,CARRERA 12 CON CALLE 15 ESQUINA,"098-4358115,4358112,4358100",despacho@florencia-caqueta.gov.co,http://www.alcaldiadeflorencia.gov.co,LUIS ANTONIO RUIZ CICERI,2
219019290,800188492:1,Florencia - Cauca,FLORENCIA (CAUCA),DEPARTAMENTO DE CAUCA,CARRERA 3 # 3-34,092-27264684,alcaldia@florencia-cauca.gov.co,http://www.florencia-cauca.gov.co,ORBEY FUENTES ORTEGA,6
217615276,800026368:1,Floresta,FLORESTA,DEPARTAMENTO DE BOYACA,Parque principal,098-7863094,smiledup@hotmail.com,http://www.floresta-boyaca.gov.co,WILMER JULIAN RINCON NARIÑO,6
217168271,890209640:2,Florián,FLORIAN,DEPARTAMENTO DE SANTANDER,CALLE 4 NO. 1A - 45,"098-7266028,7266128,",alcaldia@florian-santander.gov.co,http://www.florian-santander.gov.co,LUIS HUMBERTO CASTILLO ZARATE,6
217576275,800100519:1,Florida,FLORIDA,DEPARTAMENTO DE VALLE DEL CAUCA,CALLE 10 CARRERA 20 ESQUINA,092-2644011,alcaldia@florida-valle.gov.co,http://www.florida-valle.gov.co,ALEXANDER OROZCO HURTADO,6
217668276,890205176:8,Floridablanca,FLORIDABLANCA,DEPARTAMENTO DE SANTANDER,CALLE 5 8 25 FLORIDABLANCA,"097-6487212,6751684,6497603",contabilidad@floridablanca.gov.co,http://www.floridablanca.gov.co,MIGUEL ANGEL MORENO SUAREZ,1
